 # (omega,eta,kaon) + n(L) -> elastic amplitude
 # cm energy window: srtmin=1.400 GeV; srtmax=1.900 GeV; momentum cutoff=500.000 GeV/c)
 # min energy for S wave pi N scatt.  1.2
 # Delta pi with Delta width is included
 # with delta formfactor
 # Lambda-K^o included in the fit
 # Sigma+ K^+ included in the fit
 # in d33 1 delta chan.
 # uniform scaling energy dependence
 # Constraint in the S31 rhoN -1
 # Constraint in the K crosssec
 # No Suppress of couplings > 100
 # omega m-dep. width included
 # min. exp. errorbar for amplitude set to  0.1
 # min.phasesh.abs.errorbar set to  1.
 # errorbars in s31phase multiplied with  0.5
 # max energy for omega prod.  1.798
 # min energy for omega prod.  1.73
 # max energy for rho prod.  1.8
 # max energy for Lambda K prod.  1.68
 # max energy for Sigma K prod.  1.9

# x: srt [GeV]
# y: amplitude [?]

#  7th best fit with chisq=    946.03
# elastic:                omega+n                       eta+n              K^0+Lambda   
#  srt     Re(T11)   Im(T11)   Re(T13)   Im(T13)   Re(T11)   Im(T11)   Re(T11)   Im(T11)
  1.491  0.134E+03  0.805E+01  0.981E+02  0.480E+03  0.177E+02  0.207E+02  0.114E+03  0.324E+02
  1.492  0.135E+03  0.882E+01  0.876E+02  0.482E+03  0.177E+02  0.212E+02  0.113E+03  0.338E+02
  1.493  0.136E+03  0.957E+01  0.770E+02  0.484E+03  0.177E+02  0.216E+02  0.112E+03  0.351E+02
  1.494  0.137E+03  0.103E+02  0.663E+02  0.485E+03  0.177E+02  0.221E+02  0.112E+03  0.364E+02
  1.495  0.138E+03  0.110E+02  0.556E+02  0.485E+03  0.177E+02  0.226E+02  0.111E+03  0.377E+02
  1.496  0.139E+03  0.118E+02  0.449E+02  0.486E+03  0.177E+02  0.231E+02  0.111E+03  0.389E+02
  1.497  0.140E+03  0.125E+02  0.342E+02  0.485E+03  0.177E+02  0.236E+02  0.110E+03  0.400E+02
  1.498  0.141E+03  0.132E+02  0.236E+02  0.485E+03  0.177E+02  0.241E+02  0.110E+03  0.412E+02
  1.499  0.142E+03  0.140E+02  0.130E+02  0.484E+03  0.176E+02  0.247E+02  0.109E+03  0.422E+02
  1.500  0.143E+03  0.147E+02  0.257E+01  0.482E+03  0.176E+02  0.252E+02  0.109E+03  0.433E+02
  1.501  0.144E+03  0.155E+02 -0.777E+01  0.480E+03  0.175E+02  0.257E+02  0.108E+03  0.443E+02
  1.502  0.145E+03  0.163E+02 -0.180E+02  0.478E+03  0.174E+02  0.263E+02  0.108E+03  0.454E+02
  1.503  0.146E+03  0.171E+02 -0.280E+02  0.475E+03  0.173E+02  0.268E+02  0.107E+03  0.463E+02
  1.504  0.147E+03  0.179E+02 -0.379E+02  0.472E+03  0.172E+02  0.273E+02  0.107E+03  0.473E+02
  1.505  0.148E+03  0.187E+02 -0.475E+02  0.469E+03  0.171E+02  0.279E+02  0.106E+03  0.482E+02
  1.506  0.150E+03  0.195E+02 -0.570E+02  0.465E+03  0.170E+02  0.284E+02  0.105E+03  0.491E+02
  1.507  0.151E+03  0.204E+02 -0.662E+02  0.461E+03  0.168E+02  0.290E+02  0.105E+03  0.500E+02
  1.508  0.152E+03  0.212E+02 -0.752E+02  0.456E+03  0.167E+02  0.295E+02  0.104E+03  0.509E+02
  1.509  0.153E+03  0.221E+02 -0.840E+02  0.452E+03  0.165E+02  0.301E+02  0.104E+03  0.517E+02
  1.510  0.154E+03  0.230E+02 -0.925E+02  0.447E+03  0.163E+02  0.307E+02  0.103E+03  0.525E+02
  1.511  0.155E+03  0.239E+02 -0.101E+03  0.441E+03  0.160E+02  0.312E+02  0.102E+03  0.533E+02
  1.512  0.156E+03  0.248E+02 -0.109E+03  0.436E+03  0.158E+02  0.318E+02  0.102E+03  0.540E+02
  1.513  0.157E+03  0.258E+02 -0.116E+03  0.430E+03  0.155E+02  0.323E+02  0.101E+03  0.547E+02
  1.514  0.158E+03  0.267E+02 -0.124E+03  0.424E+03  0.152E+02  0.328E+02  0.100E+03  0.554E+02
  1.515  0.159E+03  0.277E+02 -0.131E+03  0.418E+03  0.149E+02  0.334E+02  0.997E+02  0.561E+02
  1.516  0.160E+03  0.287E+02 -0.137E+03  0.412E+03  0.146E+02  0.339E+02  0.990E+02  0.567E+02
  1.517  0.161E+03  0.297E+02 -0.144E+03  0.406E+03  0.143E+02  0.344E+02  0.983E+02  0.573E+02
  1.518  0.162E+03  0.307E+02 -0.150E+03  0.399E+03  0.139E+02  0.349E+02  0.976E+02  0.579E+02
  1.519  0.163E+03  0.317E+02 -0.156E+03  0.393E+03  0.136E+02  0.354E+02  0.969E+02  0.584E+02
  1.520  0.164E+03  0.327E+02 -0.161E+03  0.386E+03  0.132E+02  0.359E+02  0.963E+02  0.589E+02
  1.521  0.165E+03  0.337E+02 -0.167E+03  0.379E+03  0.128E+02  0.364E+02  0.956E+02  0.594E+02
  1.522  0.166E+03  0.348E+02 -0.172E+03  0.372E+03  0.124E+02  0.368E+02  0.949E+02  0.598E+02
  1.523  0.167E+03  0.358E+02 -0.176E+03  0.365E+03  0.119E+02  0.373E+02  0.942E+02  0.602E+02
  1.524  0.168E+03  0.369E+02 -0.181E+03  0.358E+03  0.115E+02  0.377E+02  0.936E+02  0.606E+02
  1.525  0.169E+03  0.380E+02 -0.185E+03  0.351E+03  0.110E+02  0.381E+02  0.929E+02  0.609E+02
  1.526  0.170E+03  0.391E+02 -0.189E+03  0.344E+03  0.106E+02  0.385E+02  0.923E+02  0.612E+02
  1.527  0.171E+03  0.401E+02 -0.192E+03  0.337E+03  0.101E+02  0.389E+02  0.917E+02  0.615E+02
  1.528  0.172E+03  0.412E+02 -0.195E+03  0.330E+03  0.961E+01  0.393E+02  0.911E+02  0.617E+02
  1.529  0.173E+03  0.423E+02 -0.198E+03  0.322E+03  0.911E+01  0.396E+02  0.905E+02  0.620E+02
  1.530  0.174E+03  0.434E+02 -0.201E+03  0.315E+03  0.860E+01  0.399E+02  0.900E+02  0.622E+02
  1.531  0.175E+03  0.445E+02 -0.204E+03  0.308E+03  0.808E+01  0.403E+02  0.895E+02  0.623E+02
  1.532  0.177E+03  0.457E+02 -0.206E+03  0.301E+03  0.756E+01  0.405E+02  0.890E+02  0.625E+02
  1.533  0.178E+03  0.468E+02 -0.208E+03  0.294E+03  0.703E+01  0.408E+02  0.885E+02  0.626E+02
  1.534  0.179E+03  0.479E+02 -0.210E+03  0.287E+03  0.650E+01  0.411E+02  0.881E+02  0.627E+02
  1.535  0.180E+03  0.490E+02 -0.211E+03  0.281E+03  0.596E+01  0.413E+02  0.877E+02  0.628E+02
  1.536  0.181E+03  0.502E+02 -0.212E+03  0.274E+03  0.543E+01  0.415E+02  0.873E+02  0.629E+02
  1.537  0.182E+03  0.513E+02 -0.213E+03  0.267E+03  0.489E+01  0.417E+02  0.870E+02  0.629E+02
  1.538  0.183E+03  0.524E+02 -0.214E+03  0.260E+03  0.435E+01  0.419E+02  0.867E+02  0.630E+02
  1.539  0.184E+03  0.536E+02 -0.215E+03  0.254E+03  0.381E+01  0.421E+02  0.864E+02  0.630E+02
  1.540  0.185E+03  0.547E+02 -0.215E+03  0.247E+03  0.327E+01  0.422E+02  0.862E+02  0.630E+02
  1.541  0.187E+03  0.559E+02 -0.215E+03  0.241E+03  0.274E+01  0.423E+02  0.860E+02  0.630E+02
  1.542  0.188E+03  0.570E+02 -0.216E+03  0.235E+03  0.221E+01  0.424E+02  0.859E+02  0.630E+02
  1.543  0.189E+03  0.582E+02 -0.215E+03  0.229E+03  0.168E+01  0.425E+02  0.858E+02  0.631E+02
  1.544  0.190E+03  0.594E+02 -0.215E+03  0.223E+03  0.116E+01  0.426E+02  0.858E+02  0.631E+02
  1.545  0.192E+03  0.606E+02 -0.215E+03  0.217E+03  0.645E+00  0.426E+02  0.858E+02  0.631E+02
  1.546  0.193E+03  0.618E+02 -0.214E+03  0.211E+03  0.136E+00  0.427E+02  0.858E+02  0.631E+02
  1.547  0.195E+03  0.630E+02 -0.213E+03  0.205E+03 -0.367E+00  0.427E+02  0.859E+02  0.631E+02
  1.548  0.196E+03  0.642E+02 -0.212E+03  0.200E+03 -0.862E+00  0.427E+02  0.860E+02  0.632E+02
  1.549  0.198E+03  0.654E+02 -0.211E+03  0.195E+03 -0.135E+01  0.427E+02  0.862E+02  0.632E+02
  1.550  0.199E+03  0.667E+02 -0.210E+03  0.189E+03 -0.183E+01  0.427E+02  0.865E+02  0.633E+02
  1.551  0.201E+03  0.680E+02 -0.209E+03  0.184E+03 -0.230E+01  0.427E+02  0.868E+02  0.634E+02
  1.552  0.202E+03  0.693E+02 -0.207E+03  0.180E+03 -0.276E+01  0.426E+02  0.871E+02  0.635E+02
  1.553  0.204E+03  0.706E+02 -0.206E+03  0.175E+03 -0.321E+01  0.426E+02  0.875E+02  0.637E+02
  1.554  0.206E+03  0.720E+02 -0.204E+03  0.170E+03 -0.365E+01  0.425E+02  0.880E+02  0.639E+02
  1.555  0.208E+03  0.734E+02 -0.203E+03  0.166E+03 -0.408E+01  0.425E+02  0.885E+02  0.641E+02
  1.556  0.210E+03  0.749E+02 -0.201E+03  0.161E+03 -0.450E+01  0.424E+02  0.891E+02  0.643E+02
  1.557  0.212E+03  0.763E+02 -0.199E+03  0.157E+03 -0.491E+01  0.423E+02  0.897E+02  0.646E+02
  1.558  0.214E+03  0.779E+02 -0.197E+03  0.153E+03 -0.531E+01  0.422E+02  0.904E+02  0.650E+02
  1.559  0.216E+03  0.795E+02 -0.195E+03  0.149E+03 -0.570E+01  0.421E+02  0.911E+02  0.653E+02
  1.560  0.219E+03  0.811E+02 -0.193E+03  0.146E+03 -0.607E+01  0.420E+02  0.919E+02  0.658E+02
  1.561  0.221E+03  0.828E+02 -0.191E+03  0.142E+03 -0.644E+01  0.419E+02  0.928E+02  0.663E+02
  1.562  0.224E+03  0.846E+02 -0.189E+03  0.139E+03 -0.680E+01  0.418E+02  0.937E+02  0.669E+02
  1.563  0.226E+03  0.865E+02 -0.187E+03  0.135E+03 -0.715E+01  0.416E+02  0.946E+02  0.675E+02
  1.564  0.229E+03  0.884E+02 -0.185E+03  0.132E+03 -0.748E+01  0.415E+02  0.957E+02  0.682E+02
  1.565  0.232E+03  0.905E+02 -0.183E+03  0.129E+03 -0.781E+01  0.414E+02  0.968E+02  0.690E+02
  1.566  0.235E+03  0.927E+02 -0.181E+03  0.126E+03 -0.812E+01  0.413E+02  0.979E+02  0.699E+02
  1.567  0.238E+03  0.949E+02 -0.179E+03  0.123E+03 -0.843E+01  0.411E+02  0.992E+02  0.709E+02
  1.568  0.242E+03  0.974E+02 -0.177E+03  0.121E+03 -0.872E+01  0.410E+02  0.100E+03  0.720E+02
  1.569  0.245E+03  0.100E+03 -0.175E+03  0.118E+03 -0.901E+01  0.408E+02  0.102E+03  0.732E+02
  1.570  0.249E+03  0.103E+03 -0.173E+03  0.116E+03 -0.929E+01  0.407E+02  0.103E+03  0.746E+02
  1.571  0.253E+03  0.106E+03 -0.170E+03  0.113E+03 -0.955E+01  0.406E+02  0.105E+03  0.761E+02
  1.572  0.257E+03  0.109E+03 -0.168E+03  0.111E+03 -0.981E+01  0.404E+02  0.106E+03  0.777E+02
  1.573  0.261E+03  0.112E+03 -0.166E+03  0.109E+03 -0.101E+02  0.403E+02  0.108E+03  0.795E+02
  1.574  0.266E+03  0.116E+03 -0.164E+03  0.107E+03 -0.103E+02  0.401E+02  0.110E+03  0.815E+02
  1.575  0.270E+03  0.120E+03 -0.162E+03  0.105E+03 -0.105E+02  0.400E+02  0.111E+03  0.837E+02
  1.576  0.275E+03  0.124E+03 -0.161E+03  0.103E+03 -0.108E+02  0.398E+02  0.113E+03  0.862E+02
  1.577  0.280E+03  0.129E+03 -0.159E+03  0.101E+03 -0.110E+02  0.397E+02  0.115E+03  0.888E+02
  1.578  0.286E+03  0.134E+03 -0.157E+03  0.994E+02 -0.112E+02  0.396E+02  0.117E+03  0.918E+02
  1.579  0.291E+03  0.139E+03 -0.155E+03  0.977E+02 -0.114E+02  0.394E+02  0.119E+03  0.950E+02
  1.580  0.297E+03  0.145E+03 -0.153E+03  0.961E+02 -0.116E+02  0.393E+02  0.120E+03  0.986E+02
  1.581  0.303E+03  0.152E+03 -0.151E+03  0.946E+02 -0.118E+02  0.392E+02  0.122E+03  0.103E+03
  1.582  0.310E+03  0.160E+03 -0.150E+03  0.931E+02 -0.120E+02  0.390E+02  0.124E+03  0.107E+03
  1.583  0.316E+03  0.168E+03 -0.148E+03  0.917E+02 -0.121E+02  0.389E+02  0.126E+03  0.112E+03
  1.584  0.323E+03  0.177E+03 -0.146E+03  0.904E+02 -0.123E+02  0.388E+02  0.128E+03  0.117E+03
  1.585  0.330E+03  0.187E+03 -0.145E+03  0.891E+02 -0.125E+02  0.387E+02  0.129E+03  0.123E+03
  1.586  0.337E+03  0.198E+03 -0.143E+03  0.878E+02 -0.126E+02  0.386E+02  0.131E+03  0.129E+03
  1.587  0.344E+03  0.211E+03 -0.141E+03  0.866E+02 -0.128E+02  0.384E+02  0.132E+03  0.136E+03
  1.588  0.351E+03  0.225E+03 -0.140E+03  0.855E+02 -0.130E+02  0.383E+02  0.132E+03  0.144E+03
  1.589  0.358E+03  0.241E+03 -0.138E+03  0.843E+02 -0.131E+02  0.382E+02  0.133E+03  0.153E+03
  1.590  0.364E+03  0.258E+03 -0.137E+03  0.833E+02 -0.133E+02  0.381E+02  0.132E+03  0.162E+03
  1.591  0.370E+03  0.278E+03 -0.135E+03  0.822E+02 -0.134E+02  0.380E+02  0.131E+03  0.173E+03
  1.592  0.374E+03  0.300E+03 -0.134E+03  0.812E+02 -0.136E+02  0.380E+02  0.128E+03  0.184E+03
  1.593  0.376E+03  0.324E+03 -0.133E+03  0.802E+02 -0.137E+02  0.379E+02  0.124E+03  0.196E+03
  1.594  0.377E+03  0.351E+03 -0.131E+03  0.793E+02 -0.139E+02  0.378E+02  0.119E+03  0.208E+03
  1.595  0.374E+03  0.380E+03 -0.130E+03  0.784E+02 -0.140E+02  0.377E+02  0.111E+03  0.221E+03
  1.596  0.367E+03  0.411E+03 -0.129E+03  0.775E+02 -0.142E+02  0.376E+02  0.101E+03  0.234E+03
  1.597  0.356E+03  0.444E+03 -0.127E+03  0.766E+02 -0.143E+02  0.375E+02  0.881E+02  0.247E+03
  1.598  0.339E+03  0.477E+03 -0.126E+03  0.758E+02 -0.145E+02  0.375E+02  0.722E+02  0.259E+03
  1.599  0.316E+03  0.510E+03 -0.125E+03  0.749E+02 -0.147E+02  0.374E+02  0.532E+02  0.269E+03
  1.600  0.286E+03  0.541E+03 -0.124E+03  0.741E+02 -0.149E+02  0.373E+02  0.314E+02  0.276E+03
  1.601  0.249E+03  0.567E+03 -0.123E+03  0.733E+02 -0.150E+02  0.372E+02  0.734E+01  0.279E+03
  1.602  0.207E+03  0.587E+03 -0.122E+03  0.726E+02 -0.152E+02  0.371E+02 -0.182E+02  0.278E+03
  1.603  0.161E+03  0.599E+03 -0.120E+03  0.718E+02 -0.154E+02  0.369E+02 -0.438E+02  0.272E+03
  1.604  0.112E+03  0.603E+03 -0.119E+03  0.711E+02 -0.156E+02  0.368E+02 -0.689E+02  0.260E+03
  1.605  0.654E+02  0.596E+03 -0.118E+03  0.704E+02 -0.157E+02  0.367E+02 -0.902E+02  0.244E+03
  1.606  0.209E+02  0.581E+03 -0.117E+03  0.697E+02 -0.159E+02  0.366E+02 -0.109E+03  0.223E+03
  1.607 -0.188E+02  0.559E+03 -0.116E+03  0.690E+02 -0.160E+02  0.364E+02 -0.122E+03  0.200E+03
  1.608 -0.523E+02  0.529E+03 -0.115E+03  0.683E+02 -0.162E+02  0.363E+02 -0.132E+03  0.174E+03
  1.609 -0.791E+02  0.493E+03 -0.114E+03  0.676E+02 -0.164E+02  0.361E+02 -0.136E+03  0.144E+03
  1.610 -0.984E+02  0.431E+03 -0.113E+03  0.670E+02 -0.167E+02  0.357E+02 -0.129E+03  0.961E+02
  1.611 -0.682E+02  0.419E+03 -0.113E+03  0.663E+02 -0.165E+02  0.355E+02 -0.967E+02  0.987E+02
  1.612 -0.639E+02  0.409E+03 -0.112E+03  0.657E+02 -0.164E+02  0.353E+02 -0.857E+02  0.964E+02
  1.613 -0.633E+02  0.400E+03 -0.111E+03  0.651E+02 -0.164E+02  0.353E+02 -0.783E+02  0.939E+02
  1.614 -0.646E+02  0.393E+03 -0.110E+03  0.645E+02 -0.165E+02  0.352E+02 -0.727E+02  0.915E+02
  1.615 -0.667E+02  0.386E+03 -0.109E+03  0.639E+02 -0.165E+02  0.351E+02 -0.682E+02  0.893E+02
  1.616 -0.695E+02  0.379E+03 -0.108E+03  0.633E+02 -0.165E+02  0.350E+02 -0.645E+02  0.871E+02
  1.617 -0.726E+02  0.372E+03 -0.107E+03  0.627E+02 -0.166E+02  0.350E+02 -0.613E+02  0.851E+02
  1.618 -0.758E+02  0.366E+03 -0.106E+03  0.621E+02 -0.166E+02  0.349E+02 -0.585E+02  0.832E+02
  1.619 -0.793E+02  0.360E+03 -0.106E+03  0.615E+02 -0.167E+02  0.349E+02 -0.561E+02  0.814E+02
  1.620 -0.827E+02  0.354E+03 -0.105E+03  0.610E+02 -0.167E+02  0.348E+02 -0.539E+02  0.797E+02
  1.621 -0.862E+02  0.349E+03 -0.104E+03  0.604E+02 -0.168E+02  0.347E+02 -0.519E+02  0.781E+02
  1.622 -0.897E+02  0.343E+03 -0.103E+03  0.599E+02 -0.169E+02  0.347E+02 -0.502E+02  0.766E+02
  1.623 -0.931E+02  0.337E+03 -0.103E+03  0.593E+02 -0.169E+02  0.346E+02 -0.485E+02  0.752E+02
  1.624 -0.965E+02  0.332E+03 -0.102E+03  0.588E+02 -0.170E+02  0.346E+02 -0.470E+02  0.738E+02
  1.625 -0.998E+02  0.327E+03 -0.101E+03  0.583E+02 -0.171E+02  0.345E+02 -0.457E+02  0.725E+02
  1.626 -0.103E+03  0.321E+03 -0.100E+03  0.577E+02 -0.171E+02  0.344E+02 -0.444E+02  0.713E+02
  1.627 -0.106E+03  0.316E+03 -0.996E+02  0.572E+02 -0.172E+02  0.344E+02 -0.432E+02  0.701E+02
  1.628 -0.109E+03  0.311E+03 -0.989E+02  0.567E+02 -0.173E+02  0.343E+02 -0.420E+02  0.690E+02
  1.629 -0.112E+03  0.305E+03 -0.982E+02  0.562E+02 -0.174E+02  0.343E+02 -0.410E+02  0.679E+02
  1.630 -0.115E+03  0.300E+03 -0.976E+02  0.557E+02 -0.174E+02  0.342E+02 -0.400E+02  0.668E+02
  1.631 -0.118E+03  0.295E+03 -0.969E+02  0.552E+02 -0.175E+02  0.342E+02 -0.390E+02  0.658E+02
  1.632 -0.120E+03  0.290E+03 -0.962E+02  0.547E+02 -0.176E+02  0.341E+02 -0.381E+02  0.649E+02
  1.633 -0.123E+03  0.285E+03 -0.956E+02  0.542E+02 -0.176E+02  0.340E+02 -0.373E+02  0.640E+02
  1.634 -0.125E+03  0.280E+03 -0.949E+02  0.537E+02 -0.177E+02  0.340E+02 -0.365E+02  0.631E+02
  1.635 -0.127E+03  0.275E+03 -0.943E+02  0.532E+02 -0.178E+02  0.339E+02 -0.357E+02  0.622E+02
  1.636 -0.129E+03  0.270E+03 -0.936E+02  0.527E+02 -0.179E+02  0.339E+02 -0.350E+02  0.614E+02
  1.637 -0.131E+03  0.265E+03 -0.930E+02  0.523E+02 -0.179E+02  0.338E+02 -0.343E+02  0.607E+02
  1.638 -0.133E+03  0.260E+03 -0.924E+02  0.518E+02 -0.180E+02  0.337E+02 -0.336E+02  0.599E+02
  1.639 -0.135E+03  0.255E+03 -0.918E+02  0.513E+02 -0.181E+02  0.337E+02 -0.330E+02  0.592E+02
  1.640 -0.137E+03  0.250E+03 -0.912E+02  0.509E+02 -0.181E+02  0.336E+02 -0.324E+02  0.585E+02
  1.641 -0.138E+03  0.245E+03 -0.906E+02  0.504E+02 -0.182E+02  0.336E+02 -0.318E+02  0.578E+02
  1.642 -0.140E+03  0.240E+03 -0.900E+02  0.499E+02 -0.183E+02  0.335E+02 -0.312E+02  0.572E+02
  1.643 -0.141E+03  0.236E+03 -0.894E+02  0.495E+02 -0.183E+02  0.334E+02 -0.306E+02  0.565E+02
  1.644 -0.142E+03  0.231E+03 -0.888E+02  0.490E+02 -0.184E+02  0.334E+02 -0.301E+02  0.559E+02
  1.645 -0.143E+03  0.226E+03 -0.882E+02  0.486E+02 -0.185E+02  0.333E+02 -0.296E+02  0.553E+02
  1.646 -0.144E+03  0.222E+03 -0.877E+02  0.482E+02 -0.185E+02  0.332E+02 -0.291E+02  0.548E+02
  1.647 -0.145E+03  0.217E+03 -0.871E+02  0.477E+02 -0.186E+02  0.332E+02 -0.287E+02  0.542E+02
  1.648 -0.146E+03  0.213E+03 -0.865E+02  0.473E+02 -0.186E+02  0.331E+02 -0.282E+02  0.537E+02
  1.649 -0.147E+03  0.208E+03 -0.860E+02  0.468E+02 -0.187E+02  0.331E+02 -0.278E+02  0.532E+02
  1.650 -0.147E+03  0.204E+03 -0.854E+02  0.464E+02 -0.188E+02  0.330E+02 -0.273E+02  0.527E+02
  1.651 -0.148E+03  0.200E+03 -0.849E+02  0.460E+02 -0.188E+02  0.329E+02 -0.269E+02  0.522E+02
  1.652 -0.148E+03  0.196E+03 -0.843E+02  0.456E+02 -0.189E+02  0.329E+02 -0.265E+02  0.518E+02
  1.653 -0.149E+03  0.191E+03 -0.838E+02  0.451E+02 -0.189E+02  0.328E+02 -0.262E+02  0.513E+02
  1.654 -0.149E+03  0.187E+03 -0.833E+02  0.447E+02 -0.190E+02  0.327E+02 -0.258E+02  0.509E+02
  1.655 -0.149E+03  0.183E+03 -0.827E+02  0.443E+02 -0.190E+02  0.327E+02 -0.254E+02  0.505E+02
  1.656 -0.149E+03  0.179E+03 -0.822E+02  0.439E+02 -0.191E+02  0.326E+02 -0.251E+02  0.501E+02
  1.657 -0.149E+03  0.175E+03 -0.817E+02  0.435E+02 -0.191E+02  0.326E+02 -0.248E+02  0.497E+02
  1.658 -0.149E+03  0.171E+03 -0.812E+02  0.431E+02 -0.192E+02  0.325E+02 -0.244E+02  0.493E+02
  1.659 -0.149E+03  0.168E+03 -0.806E+02  0.427E+02 -0.192E+02  0.324E+02 -0.241E+02  0.489E+02
  1.660 -0.149E+03  0.164E+03 -0.801E+02  0.423E+02 -0.193E+02  0.324E+02 -0.238E+02  0.485E+02
  1.661 -0.149E+03  0.160E+03 -0.796E+02  0.419E+02 -0.193E+02  0.323E+02 -0.235E+02  0.482E+02
  1.662 -0.148E+03  0.156E+03 -0.791E+02  0.415E+02 -0.194E+02  0.323E+02 -0.233E+02  0.479E+02
  1.663 -0.148E+03  0.153E+03 -0.786E+02  0.411E+02 -0.194E+02  0.322E+02 -0.230E+02  0.475E+02
  1.664 -0.148E+03  0.149E+03 -0.781E+02  0.407E+02 -0.195E+02  0.321E+02 -0.227E+02  0.472E+02
  1.665 -0.147E+03  0.146E+03 -0.776E+02  0.403E+02 -0.195E+02  0.321E+02 -0.225E+02  0.469E+02
  1.666 -0.147E+03  0.143E+03 -0.771E+02  0.399E+02 -0.195E+02  0.320E+02 -0.222E+02  0.466E+02
  1.667 -0.146E+03  0.139E+03 -0.766E+02  0.395E+02 -0.196E+02  0.319E+02 -0.220E+02  0.463E+02
  1.668 -0.145E+03  0.136E+03 -0.761E+02  0.392E+02 -0.196E+02  0.319E+02 -0.218E+02  0.460E+02
  1.669 -0.145E+03  0.133E+03 -0.756E+02  0.388E+02 -0.196E+02  0.318E+02 -0.215E+02  0.457E+02
  1.670 -0.144E+03  0.130E+03 -0.752E+02  0.384E+02 -0.197E+02  0.318E+02 -0.213E+02  0.454E+02
  1.671 -0.143E+03  0.127E+03 -0.747E+02  0.380E+02 -0.197E+02  0.317E+02 -0.211E+02  0.452E+02
  1.672 -0.143E+03  0.123E+03 -0.742E+02  0.376E+02 -0.198E+02  0.316E+02 -0.209E+02  0.449E+02
  1.673 -0.142E+03  0.121E+03 -0.737E+02  0.373E+02 -0.198E+02  0.316E+02 -0.207E+02  0.447E+02
  1.674 -0.141E+03  0.118E+03 -0.732E+02  0.369E+02 -0.198E+02  0.315E+02 -0.205E+02  0.444E+02
  1.675 -0.140E+03  0.115E+03 -0.728E+02  0.365E+02 -0.199E+02  0.315E+02 -0.204E+02  0.442E+02
  1.676 -0.139E+03  0.112E+03 -0.723E+02  0.362E+02 -0.199E+02  0.314E+02 -0.202E+02  0.439E+02
  1.677 -0.138E+03  0.109E+03 -0.718E+02  0.358E+02 -0.199E+02  0.314E+02 -0.200E+02  0.437E+02
  1.678 -0.137E+03  0.107E+03 -0.713E+02  0.354E+02 -0.199E+02  0.313E+02 -0.199E+02  0.435E+02
  1.679 -0.136E+03  0.104E+03 -0.709E+02  0.351E+02 -0.200E+02  0.312E+02 -0.197E+02  0.432E+02
  1.680 -0.135E+03  0.101E+03 -0.704E+02  0.347E+02 -0.200E+02  0.312E+02 -0.196E+02  0.430E+02
  1.681 -0.134E+03  0.988E+02 -0.699E+02  0.343E+02 -0.200E+02  0.311E+02 -0.194E+02  0.428E+02
  1.682 -0.133E+03  0.964E+02 -0.695E+02  0.340E+02 -0.200E+02  0.311E+02 -0.193E+02  0.426E+02
  1.683 -0.132E+03  0.939E+02 -0.690E+02  0.336E+02 -0.201E+02  0.310E+02 -0.191E+02  0.424E+02
  1.684 -0.131E+03  0.916E+02 -0.685E+02  0.332E+02 -0.201E+02  0.310E+02 -0.190E+02  0.422E+02
  1.685 -0.130E+03  0.893E+02 -0.681E+02  0.329E+02 -0.201E+02  0.309E+02 -0.189E+02  0.420E+02
  1.686 -0.128E+03  0.870E+02 -0.676E+02  0.325E+02 -0.201E+02  0.308E+02 -0.187E+02  0.418E+02
  1.687 -0.127E+03  0.848E+02 -0.671E+02  0.322E+02 -0.202E+02  0.308E+02 -0.186E+02  0.416E+02
  1.688 -0.126E+03  0.826E+02 -0.667E+02  0.318E+02 -0.202E+02  0.307E+02 -0.185E+02  0.414E+02
  1.689 -0.125E+03  0.805E+02 -0.662E+02  0.315E+02 -0.202E+02  0.307E+02 -0.184E+02  0.413E+02
  1.690 -0.124E+03  0.784E+02 -0.657E+02  0.311E+02 -0.202E+02  0.306E+02 -0.183E+02  0.411E+02
  1.691 -0.122E+03  0.763E+02 -0.652E+02  0.308E+02 -0.202E+02  0.306E+02 -0.182E+02  0.409E+02
  1.692 -0.121E+03  0.743E+02 -0.648E+02  0.304E+02 -0.203E+02  0.305E+02 -0.181E+02  0.407E+02
  1.693 -0.120E+03  0.724E+02 -0.643E+02  0.301E+02 -0.203E+02  0.305E+02 -0.180E+02  0.406E+02
  1.694 -0.118E+03  0.705E+02 -0.638E+02  0.297E+02 -0.203E+02  0.304E+02 -0.179E+02  0.404E+02
  1.695 -0.117E+03  0.686E+02 -0.634E+02  0.294E+02 -0.203E+02  0.304E+02 -0.178E+02  0.402E+02
  1.696 -0.116E+03  0.667E+02 -0.629E+02  0.290E+02 -0.203E+02  0.303E+02 -0.177E+02  0.401E+02
  1.697 -0.114E+03  0.649E+02 -0.624E+02  0.287E+02 -0.203E+02  0.303E+02 -0.176E+02  0.399E+02
  1.698 -0.113E+03  0.632E+02 -0.619E+02  0.283E+02 -0.203E+02  0.302E+02 -0.176E+02  0.398E+02
  1.699 -0.112E+03  0.615E+02 -0.614E+02  0.280E+02 -0.204E+02  0.302E+02 -0.175E+02  0.396E+02
  1.700 -0.110E+03  0.598E+02 -0.609E+02  0.276E+02 -0.204E+02  0.301E+02 -0.174E+02  0.395E+02
  1.701 -0.109E+03  0.581E+02 -0.604E+02  0.273E+02 -0.204E+02  0.301E+02 -0.173E+02  0.393E+02
