    13.1103    4.2316    1.8570    0.1833   -0.1275    0.9935   -6.6105    5.4011                                                   
    13.0880    4.2282    1.8878    0.1812   -0.1254    0.9965   -6.5584    5.4389                                                   
    13.0655    4.2248    1.9187    0.1791   -0.1234    0.9995   -6.5071    5.4767                                                   
    13.0430    4.2213    1.9498    0.1770   -0.1214    1.0024   -6.4566    5.5145                                                   
    13.0203    4.2179    1.9810    0.1750   -0.1194    1.0053   -6.4068    5.5524                                                   
    12.9975    4.2144    2.0123    0.1730   -0.1174    1.0082   -6.3579    5.5903                                                   
    12.9747    4.2109    2.0437    0.1710   -0.1154    1.0110   -6.3096    5.6283                                                   
    12.9517    4.2074    2.0752    0.1690   -0.1135    1.0139   -6.2621    5.6663                                                   
    12.9287    4.2039    2.1069    0.1671   -0.1115    1.0167   -6.2153    5.7044                                                   
    12.9055    4.2003    2.1386    0.1652   -0.1096    1.0195   -6.1692    5.7425                                                   
    12.8823    4.1968    2.1705    0.1634   -0.1077    1.0223   -6.1237    5.7807                                                   
    12.8590    4.1932    2.2024    0.1616   -0.1058    1.0251   -6.0790    5.8189                                                   
    12.8356    4.1896    2.2345    0.1598   -0.1039    1.0279   -6.0348    5.8572                                                   
    12.8122    4.1860    2.2666    0.1580   -0.1020    1.0306   -5.9913    5.8955                                                   
    12.7887    4.1824    2.2989    0.1563   -0.1001    1.0334   -5.9484    5.9339                                                   
    12.7651    4.1788    2.3312    0.1545   -0.0982    1.0361   -5.9062    5.9724                                                   
    12.7414    4.1751    2.3636    0.1529   -0.0964    1.0388   -5.8645    6.0108                                                   
    12.7177    4.1715    2.3962    0.1512   -0.0945    1.0415   -5.8234    6.0494                                                   
    12.6940    4.1678    2.4288    0.1496   -0.0927    1.0441   -5.7828    6.0879                                                   
    12.6702    4.1641    2.4615    0.1479   -0.0909    1.0468   -5.7428    6.1266                                                   
    12.6463    4.1604    2.4944    0.1464   -0.0891    1.0494   -5.7033    6.1652                                                   
    12.6224    4.1567    2.5273    0.1448   -0.0873    1.0520   -5.6644    6.2040                                                   
    12.5984    4.1530    2.5603    0.1433   -0.0855    1.0546   -5.6260    6.2427                                                   
    12.5744    4.1493    2.5934    0.1417   -0.0837    1.0572   -5.5881    6.2816                                                   
    12.5504    4.1455    2.6265    0.1403   -0.0819    1.0598   -5.5507    6.3204                                                   
    12.5263    4.1418    2.6598    0.1388   -0.0802    1.0623   -5.5137    6.3593                                                   
